RCA;Asphalt;Additive;TR;HD;WC;OD;GW;SM;AC;EU;CA;NCA;RE;EC;FFD
30;5;0.35;10;0;3;4528;21532;878;136;11672;158;1118;10362;33704;40758
30;5;0.35;10;0;4;5170;24581;1001;155;13318;180;1272;11829;38370;46479
30;5;0.35;10;50;1;3244;15435;632;97;8382;114;811;7428;24382;29319
30;5;0.35;10;50;2;3886;18484;755;117;10027;136;965;8895;29048;35039
30;5;0.35;10;50;3;4528;21533;878;136;11673;158;1119;10362;33714;40760
30;5;0.35;10;50;4;5171;24582;1001;155;13319;180;1272;11829;38380;46481
30;5;0.35;10;100;1;3244;15437;632;97;8383;114;811;7429;24392;29321
30;5;0.35;10;100;2;3886;18486;755;117;10029;136;965;8896;29058;35042
30;5;0.35;10;100;3;4529;21535;878;136;11675;158;1119;10363;33724;40763
30;5;0.35;10;100;4;5171;24584;1001;155;13321;180;1273;11830;38390;46484
30;5;0.35;10;150;1;3244;15438;632;97;8384;114;812;7430;24402;29324
30;5;0.35;10;150;2;3886;18487;755;117;10030;136;965;8897;29068;35045
30;5;0.35;10;150;3;4529;21536;878;136;11676;158;1119;10364;33734;40765
30;5;0.35;10;150;4;5171;24585;1001;155;13322;180;1273;11831;38400;46486
30;5;0.35;20;0;1;3031;14427;591;91;7837;107;760;6943;22831;27427
30;5;0.35;20;0;2;3669;17456;713;110;9471;129;913;8400;27465;33109
30;5;0.35;20;0;3;4307;20484;836;129;11106;150;1065;9857;32099;38790
30;5;0.35;20;0;4;4945;23512;958;148;12741;172;1218;11314;36733;44472
30;5;0.35;20;50;1;3031;14429;591;91;7838;107;760;6944;22841;27430
30;5;0.35;20;50;2;3669;17457;714;110;9473;129;913;8401;27475;33111
30;5;0.35;20;50;3;4307;20485;836;129;11107;150;1066;9858;32109;38793
30;5;0.35;20;50;4;4945;23513;958;148;12742;172;1218;11315;36743;44474
30;5;0.35;20;100;1;3032;14430;592;91;7839;107;761;6945;22851;27432
30;5;0.35;20;100;2;3670;17458;714;110;9474;129;913;8402;27485;33114
30;5;0.35;20;100;3;4308;20486;836;129;11109;150;1066;9859;32119;38795
30;5;0.35;20;100;4;4946;23514;958;148;12743;172;1219;11315;36753;44477
30;5;0.35;20;150;1;3032;14431;592;91;7841;107;761;6946;22861;27435
30;5;0.35;20;150;2;3670;17459;714;110;9476;129;914;8402;27495;33116
30;5;0.35;20;150;3;4308;20487;836;129;11110;150;1066;9859;32129;38798
30;5;0.35;20;150;4;4946;23515;958;148;12745;172;1219;11316;36763;44479
30;5;0.35;30;0;1;2819;13421;551;85;7293;100;709;6459;21290;25538
30;5;0.35;30;0;2;3453;16428;672;104;8916;121;861;7906;25892;31180
30;5;0.35;30;0;3;4086;19435;793;122;10540;143;1012;9353;30494;36822
30;5;0.35;30;0;4;4720;22442;915;141;12163;164;1164;10799;35096;42465
30;5;0.35;30;50;1;2819;13422;551;85;7295;100;710;6460;21300;25541
30;5;0.35;30;50;2;3453;16429;672;104;8918;121;861;7907;25902;31183
30;5;0.35;30;50;3;4086;19436;793;122;10541;143;1013;9353;30504;36825
30;5;0.35;30;50;4;4720;22443;915;141;12165;164;1164;10800;35106;42467
30;5;0.35;30;100;1;2820;13423;551;85;7296;100;710;6460;21310;25543
30;5;0.35;30;100;2;3453;16430;672;104;8919;121;861;7907;25912;31185
30;5;0.35;30;100;3;4087;19437;794;122;10543;143;1013;9354;30514;36828
30;5;0.35;30;100;4;4720;22444;915;141;12166;164;1165;10801;35116;42470
30;5;0.35;30;150;1;2820;13424;551;85;7297;100;710;6461;21320;25546
30;5;0.35;30;150;2;3453;16431;672;104;8921;121;862;7908;25922;31188
30;5;0.35;30;150;3;4087;19439;794;122;10544;143;1013;9355;30524;36830
30;5;0.35;30;150;4;4721;22446;915;141;12167;164;1165;10802;35126;42472
30;5;0.35;40;0;1;2607;12414;510;78;6750;93;659;5975;19749;23649
30;5;0.35;40;0;2;3236;15400;631;97;8362;114;809;7411;24319;29252
30;5;0.35;40;0;3;3865;18386;751;116;9974;135;960;8848;28889;34855
30;5;0.35;40;0;4;4494;21372;872;135;11586;157;1110;10285;33459;40458
30;5;0.35;40;50;1;2607;12415;510;78;6751;93;659;5975;19759;23652
30;5;0.35;40;50;2;3236;15401;631;97;8363;114;809;7412;24329;29255
30;5;0.35;40;50;3;3865;18387;751;116;9975;135;960;8849;28899;34857
30;5;0.35;40;50;4;4495;21374;872;135;11587;157;1110;10285;33469;40460
30;5;0.35;40;100;1;2607;12416;510;78;6753;93;659;5976;19770;23654
30;5;0.35;40;100;2;3237;15403;631;97;8365;114;810;7413;24339;29257
30;5;0.35;40;100;3;3866;18389;751;116;9977;135;960;8849;28909;34860
30;5;0.35;40;100;4;4495;21375;872;135;11589;157;1111;10286;33479;40463
30;5;0.35;40;150;1;2608;12418;510;78;6754;93;659;5977;19780;23657
30;5;0.35;40;150;2;3237;15404;631;97;8366;114;810;7413;24350;29260
30;5;0.35;40;150;3;3866;18390;751;116;9978;135;960;8850;28920;34862
30;5;0.35;40;150;4;4495;21376;872;135;11590;157;1111;10287;33489;40465
30;5;0.45;10;0;1;3243;15434;632;97;8381;114;811;7428;24373;29316
30;5;0.45;10;0;2;3886;18483;755;116;10027;136;965;8895;29040;35037
30;5;0.45;10;0;3;4528;21532;878;136;11673;158;1118;10362;33706;40758
30;5;0.45;10;0;4;5170;24581;1001;155;13319;180;1272;11829;38372;46479
30;5;0.45;10;50;1;3244;15436;632;97;8383;114;811;7429;24383;29319
30;5;0.45;10;50;2;3886;18485;755;117;10029;136;965;8896;29050;35040
30;5;0.45;10;50;3;4528;21534;878;136;11675;158;1119;10363;33716;40760
30;5;0.45;10;50;4;5171;24583;1001;155;13320;180;1272;11830;38382;46481
30;5;0.45;10;100;1;3244;15437;632;97;8384;114;811;7429;24394;29321
30;5;0.45;10;100;2;3886;18486;755;117;10030;136;965;8896;29060;35042
30;5;0.45;10;100;3;4529;21535;878;136;11676;158;1119;10363;33726;40763
30;5;0.45;10;100;4;5171;24584;1001;155;13322;180;1273;11830;38392;46484
30;5;0.45;10;150;1;3244;15438;632;97;8385;114;812;7430;24404;29324
30;5;0.45;10;150;2;3887;18487;755;117;10031;136;965;8897;29070;35045
30;5;0.45;10;150;3;4529;21536;878;136;11677;158;1119;10364;33736;40766
30;5;0.45;10;150;4;5171;24585;1001;155;13323;180;1273;11831;38402;46486
30;5;0.45;20;0;1;3031;14428;591;91;7838;107;760;6944;22833;27427
30;5;0.45;20;0;2;3669;17456;713;110;9472;129;913;8400;27467;33109
30;5;0.45;20;0;3;4307;20484;836;129;11107;150;1065;9857;32101;38790
30;5;0.45;20;0;4;4945;23512;958;148;12742;172;1218;11314;36735;44472
30;5;0.45;20;50;1;3031;14429;591;91;7839;107;760;6944;22843;27430
30;5;0.45;20;50;2;3669;17457;714;110;9474;129;913;8401;27477;33111
30;5;0.45;20;50;3;4307;20485;836;129;11108;150;1066;9858;32111;38793
30;5;0.45;20;50;4;4945;23513;958;148;12743;172;1218;11315;36745;44474
30;5;0.45;20;100;1;3032;14430;592;91;7841;107;761;6945;22853;27432
30;5;0.45;20;100;2;3670;17458;714;110;9475;129;913;8402;27487;33114
30;5;0.45;20;100;3;4308;20486;836;129;11110;150;1066;9859;32121;38795
30;5;0.45;20;100;4;4946;23514;958;148;12744;172;1219;11316;36755;44477
30;5;0.45;20;150;1;3032;14431;592;91;7842;107;761;6946;22863;27435
30;5;0.45;20;150;2;3670;17459;714;110;9477;129;914;8403;27497;33116
30;5;0.45;20;150;3;4308;20487;836;129;11111;150;1066;9859;32131;38798
30;5;0.45;20;150;4;4946;23515;958;148;12746;172;1219;11316;36765;44479
30;5;0.45;30;0;1;2819;13421;551;85;7294;100;709;6459;21292;25538
30;5;0.45;30;0;2;3453;16428;672;104;8918;121;861;7906;25894;31180
30;5;0.45;30;0;3;4086;19435;793;122;10541;143;1012;9353;30496;36823
30;5;0.45;30;0;4;4720;22442;915;141;12164;164;1164;10800;35098;42465
30;5;0.45;30;50;1;2819;13422;551;85;7296;100;710;6460;21302;25541
30;5;0.45;30;50;2;3453;16429;672;104;8919;121;861;7907;25904;31183
30;5;0.45;30;50;3;4086;19436;793;122;10542;143;1013;9353;30506;36825
30;5;0.45;30;50;4;4720;22443;915;141;12166;164;1164;10800;35108;42467
30;5;0.45;30;100;1;2820;13423;551;85;7297;100;710;6461;21312;25543
30;5;0.45;30;100;2;3453;16430;672;104;8920;121;861;7907;25914;31185
30;5;0.45;30;100;3;4087;19438;794;122;10544;143;1013;9354;30516;36828
30;5;0.45;30;100;4;4720;22445;915;141;12167;164;1165;10801;35118;42470
30;5;0.45;30;150;1;2820;13425;551;85;7298;100;710;6461;21322;25546
30;5;0.45;30;150;2;3453;16432;672;104;8922;121;862;7908;25924;31188
30;5;0.45;30;150;3;4087;19439;794;122;10545;143;1013;9355;30526;36830
30;5;0.45;30;150;4;4721;22446;915;141;12168;164;1165;10802;35128;42472
30;5;0.45;40;0;1;2607;12414;510;78;6751;93;659;5975;19751;23649
30;5;0.45;40;0;2;3236;15400;631;97;8363;114;809;7411;24321;29252
30;5;0.45;40;0;3;3865;18386;751;116;9975;135;960;8848;28891;34855
30;5;0.45;40;0;4;4494;21373;872;135;11587;157;1110;10285;33461;40458
30;5;0.45;40;50;1;2607;12415;510;78;6752;93;659;5975;19761;23652
30;5;0.45;40;50;2;3236;15402;631;97;8364;114;809;7412;24331;29255
30;5;0.45;40;50;3;3865;18388;751;116;9976;135;960;8849;28901;34857
30;5;0.45;40;50;4;4495;21374;872;135;11588;157;1110;10286;33471;40460
30;5;0.45;40;100;1;2607;12417;510;78;6754;93;659;5976;19771;23654
30;5;0.45;40;100;2;3237;15403;631;97;8366;114;810;7413;24341;29257
30;5;0.45;40;100;3;3866;18389;751;116;9978;135;960;8850;28911;34860
30;5;0.45;40;100;4;4495;21375;872;135;11590;157;1111;10286;33481;40463
30;5;0.45;40;150;1;2608;12418;510;78;6755;93;659;5977;19781;23657
30;5;0.45;40;150;2;3237;15404;631;97;8367;114;810;7414;24351;29260
30;5;0.45;40;150;3;3866;18390;751;116;9979;135;960;8850;28921;34863
30;5;0.45;40;150;4;4495;21376;872;135;11591;157;1111;10287;33491;40465
30;5.5;0.15;10;0;1;3263;15531;636;98;8431;115;818;7474;24570;29534
30;5.5;0.15;10;0;2;3902;18562;758;117;10067;137;971;8932;29209;35222
30;5.5;0.15;10;0;3;4541;21594;881;136;11704;158;1124;10391;33848;40910
30;5.5;0.15;10;0;4;5179;24625;1003;155;13340;180;1277;11849;38488;46598
30;5.5;0.15;10;50;1;3263;15532;636;98;8432;115;819;7474;24580;29537
30;5.5;0.15;10;50;2;3902;18564;759;117;10069;137;972;8933;29219;35224
30;5.5;0.15;10;50;3;4541;21595;881;136;11705;159;1124;10391;33858;40912
30;5.5;0.15;10;50;4;5180;24626;1003;155;13342;180;1277;11850;38498;46600
30;5.5;0.15;10;100;1;3264;15533;636;98;8434;115;819;7475;24590;29539
30;5.5;0.15;10;100;2;3902;18565;759;117;10070;137;972;8934;29229;35227
30;5.5;0.15;10;100;3;4541;21596;881;136;11707;159;1125;10392;33868;40915
30;5.5;0.15;10;100;4;5180;24628;1003;155;13343;180;1278;11851;38508;46603
30;5.5;0.15;10;150;1;3264;15535;637;98;8435;115;819;7476;24600;29542
30;5.5;0.15;10;150;2;3903;18566;759;117;10072;137;972;8934;29239;35230
30;5.5;0.15;10;150;3;4541;21597;881;136;11708;159;1125;10393;33878;40917
30;5.5;0.15;10;150;4;5180;24629;1004;155;13344;180;1278;11851;38518;46605
30;5.5;0.15;20;0;1;3049;14515;595;92;7883;108;767;6985;23016;27629
30;5.5;0.15;20;0;2;3683;17526;717;110;9508;129;919;8434;27623;33277
30;5.5;0.15;20;0;3;4318;20537;838;129;11133;151;1071;9882;32230;38926
30;5.5;0.15;20;0;4;4952;23547;960;148;12758;172;1223;11331;36838;44575
30;5.5;0.15;20;50;1;3049;14517;595;92;7884;108;768;6986;23026;27631
30;5.5;0.15;20;50;2;3684;17527;717;111;9509;129;919;8434;27633;33280
30;5.5;0.15;20;50;3;4318;20538;838;129;11134;151;1071;9883;32240;38929
30;5.5;0.15;20;50;4;4952;23548;960;148;12760;172;1223;11331;36848;44577
30;5.5;0.15;20;100;1;3050;14518;595;92;7885;108;768;6987;23036;27634
30;5.5;0.15;20;100;2;3684;17528;717;111;9511;130;920;8435;27643;33282
30;5.5;0.15;20;100;3;4318;20539;838;129;11136;151;1071;9883;32250;38931
30;5.5;0.15;20;100;4;4953;23549;960;148;12761;173;1223;11332;36858;44580
30;5.5;0.15;20;150;1;3050;14519;596;92;7887;108;768;6987;23046;27636
30;5.5;0.15;20;150;2;3684;17530;717;111;9512;130;920;8436;27653;33285
30;5.5;0.15;20;150;3;4319;20540;839;129;11137;151;1072;9884;32260;38934
30;5.5;0.15;20;150;4;4953;23551;960;148;12762;173;1223;11333;36868;44582
30;5.5;0.15;30;0;1;2835;13500;554;85;7334;101;716;6496;21461;25723
30;5.5;0.15;30;0;2;3465;16490;675;104;8948;122;867;7935;26037;31333
30;5.5;0.15;30;0;3;4095;19479;795;123;10562;143;1018;9373;30612;36942
30;5.5;0.15;30;0;4;4725;22469;916;142;12176;165;1168;10812;35188;42552
30;5.5;0.15;30;50;1;2835;13501;554;85;7336;101;716;6497;21471;25726
30;5.5;0.15;30;50;2;3465;16491;675;104;8950;122;867;7936;26047;31335
30;5.5;0.15;30;50;3;4095;19480;796;123;10564;143;1018;9374;30622;36945
30;5.5;0.15;30;50;4;4725;22470;916;142;12178;165;1169;10813;35198;42555
30;5.5;0.15;30;100;1;2836;13502;554;85;7337;101;717;6498;21481;25728
30;5.5;0.15;30;100;2;3466;16492;675;104;8951;122;867;7936;26057;31338
30;5.5;0.15;30;100;3;4096;19482;796;123;10565;143;1018;9375;30632;36947
30;5.5;0.15;30;100;4;4725;22471;916;142;12179;165;1169;10813;35208;42557
30;5.5;0.15;30;150;1;2836;13503;555;85;7339;101;717;6499;21491;25731
30;5.5;0.15;30;150;2;3466;16493;675;104;8953;122;868;7937;26067;31340
30;5.5;0.15;30;150;3;4096;19483;796;123;10567;144;1018;9376;30642;36950
30;5.5;0.15;30;150;4;4726;22473;917;142;12180;165;1169;10814;35218;42560
30;5.5;0.15;40;0;1;2621;12484;513;79;6786;93;665;6008;19907;23818
30;5.5;0.15;40;0;2;3247;15453;633;97;8389;115;815;7436;24451;29388
30;5.5;0.15;40;0;3;3872;18422;753;116;9992;136;964;8865;28994;34959
30;5.5;0.15;40;0;4;4498;21391;873;135;11594;157;1114;10293;33538;40529
30;5.5;0.15;40;50;1;2622;12485;513;79;6788;94;665;6009;19917;23820
30;5.5;0.15;40;50;2;3247;15454;633;97;8390;115;815;7437;24461;29391
30;5.5;0.15;40;50;3;3873;18423;753;116;9993;136;964;8865;29004;34961
30;5.5;0.15;40;50;4;4498;21392;873;135;11596;157;1114;10294;33548;40532
30;5.5;0.15;40;100;1;2622;12487;513;79;6789;94;665;6009;19927;23823
30;5.5;0.15;40;100;2;3247;15456;633;97;8392;115;815;7438;24471;29393
30;5.5;0.15;40;100;3;3873;18424;753;116;9994;136;965;8866;29014;34964
30;5.5;0.15;40;100;4;4498;21393;873;135;11597;157;1114;10295;33558;40534
30;5.5;0.15;40;150;1;2622;12488;514;79;6790;94;666;6010;19937;23825
30;5.5;0.15;40;150;2;3248;15457;633;97;8393;115;815;7438;24481;29396
30;5.5;0.15;40;150;3;3873;18426;753;116;9996;136;965;8867;29024;34966
30;5.5;0.15;40;150;4;4499;21395;873;135;11599;157;1115;10295;33568;40537
30;5.5;0.25;10;0;1;3263;15531;636;98;8432;115;818;7474;24572;29534
30;5.5;0.25;10;0;2;3902;18563;758;117;10069;137;971;8932;29211;35222
30;5.5;0.25;10;0;3;4541;21594;881;136;11705;158;1124;10391;33850;40910
30;5.5;0.25;10;0;4;5179;24625;1003;155;13341;180;1277;11849;38490;46598
30;5.5;0.25;10;50;1;3263;15532;636;98;8433;115;819;7475;24582;29537
30;5.5;0.25;10;50;2;3902;18564;759;117;10070;137;972;8933;29221;35225
30;5.5;0.25;10;50;3;4541;21595;881;136;11706;159;1124;10392;33860;40912
30;5.5;0.25;10;50;4;5180;24627;1003;155;13343;180;1277;11850;38500;46600
30;5.5;0.25;10;100;1;3264;15534;636;98;8435;115;819;7475;24592;29539
30;5.5;0.25;10;100;2;3902;18565;759;117;10071;137;972;8934;29231;35227
30;5.5;0.25;10;100;3;4541;21596;881;136;11708;159;1125;10392;33870;40915
30;5.5;0.25;10;100;4;5180;24628;1003;155;13344;180;1278;11851;38510;46603
30;5.5;0.25;10;150;1;3264;15535;637;98;8436;115;819;7476;24602;29542
30;5.5;0.25;10;150;2;3903;18566;759;117;10073;137;972;8935;29241;35230
30;5.5;0.25;10;150;3;4541;21598;881;136;11709;159;1125;10393;33880;40917
30;5.5;0.25;10;150;4;5180;24629;1004;155;13346;180;1278;11852;38520;46605
30;5.5;0.25;20;0;1;3049;14516;595;92;7884;108;767;6985;23018;27629
30;5.5;0.25;20;0;2;3683;17526;717;110;9509;129;919;8434;27625;33277
30;5.5;0.25;20;0;3;4318;20537;838;129;11134;151;1071;9882;32232;38926
30;5.5;0.25;20;0;4;4952;23547;960;148;12759;172;1223;11331;36840;44575
30;5.5;0.25;20;50;1;3049;14517;595;92;7885;108;768;6986;23028;27631
30;5.5;0.25;20;50;2;3684;17527;717;111;9510;129;919;8434;27635;33280
30;5.5;0.25;20;50;3;4318;20538;838;129;11136;151;1071;9883;32242;38929
30;5.5;0.25;20;50;4;4952;23549;960;148;12761;172;1223;11331;36850;44577
30;5.5;0.25;20;100;1;3050;14518;595;92;7887;108;768;6987;23038;27634
30;5.5;0.25;20;100;2;3684;17529;717;111;9512;130;920;8435;27645;33282
30;5.5;0.25;20;100;3;4318;20539;838;129;11137;151;1071;9884;32252;38931
30;5.5;0.25;20;100;4;4953;23550;960;148;12762;173;1223;11332;36860;44580
30;5.5;0.25;20;150;1;3050;14519;596;92;7888;108;768;6987;23048;27636
30;5.5;0.25;20;150;2;3684;17530;717;111;9513;130;920;8436;27655;33285
30;5.5;0.25;20;150;3;4319;20540;839;129;11138;151;1072;9884;32262;38934
30;5.5;0.25;20;150;4;4953;23551;960;148;12764;173;1223;11333;36870;44583
30;5.5;0.25;30;0;1;2835;13500;554;85;7336;101;716;6497;21463;25723
30;5.5;0.25;30;0;2;3465;16490;675;104;8950;122;867;7935;26039;31333
30;5.5;0.25;30;0;3;4095;19480;795;123;10563;143;1018;9374;30614;36942
30;5.5;0.25;30;0;4;4725;22469;916;142;12177;165;1168;10812;35190;42552
30;5.5;0.25;30;50;1;2835;13501;554;85;7337;101;716;6497;21473;25726
30;5.5;0.25;30;50;2;3465;16491;675;104;8951;122;867;7936;26049;31335
30;5.5;0.25;30;50;3;4095;19481;796;123;10565;143;1018;9374;30624;36945
30;5.5;0.25;30;50;4;4725;22470;916;142;12179;165;1169;10813;35200;42555
30;5.5;0.25;30;100;1;2836;13502;554;85;7338;101;717;6498;21483;25728
30;5.5;0.25;30;100;2;3466;16492;675;104;8952;122;867;7937;26059;31338
30;5.5;0.25;30;100;3;4096;19482;796;123;10566;143;1018;9375;30634;36948
30;5.5;0.25;30;100;4;4726;22472;916;142;12180;165;1169;10813;35210;42557
30;5.5;0.25;30;150;1;2836;13504;555;85;7340;101;717;6499;21493;25731
30;5.5;0.25;30;150;2;3466;16493;675;104;8954;122;868;7937;26069;31340
30;5.5;0.25;30;150;3;4096;19483;796;123;10568;144;1018;9376;30644;36950
30;5.5;0.25;30;150;4;4726;22473;917;142;12182;165;1169;10814;35220;42560
30;5.5;0.25;40;0;1;2621;12485;513;79;6787;93;665;6008;19909;23818
30;5.5;0.25;40;0;2;3247;15453;633;97;8390;115;815;7436;24453;29388
30;5.5;0.25;40;0;3;3872;18422;753;116;9993;136;964;8865;28996;34959
30;5.5;0.25;40;0;4;4498;21391;873;135;11595;157;1114;10293;33540;40529
30;5.5;0.25;40;50;1;2622;12486;513;79;6789;94;665;6009;19919;23820
30;5.5;0.25;40;50;2;3247;15455;633;97;8391;115;815;7437;24463;29391
30;5.5;0.25;40;50;3;3873;18424;753;116;9994;136;964;8866;29006;34961
30;5.5;0.25;40;50;4;4498;21392;873;135;11597;157;1114;10294;33550;40532
30;5.5;0.25;40;100;1;2622;12487;513;79;6790;94;665;6009;19929;23823
30;5.5;0.25;40;100;2;3247;15456;633;97;8393;115;815;7438;24473;29393
30;5.5;0.25;40;100;3;3873;18425;753;116;9996;136;965;8866;29016;34964
30;5.5;0.25;40;100;4;4498;21394;873;135;11598;157;1114;10295;33560;40534
30;5.5;0.25;40;150;1;2622;12488;514;79;6792;94;666;6010;19939;23825
30;5.5;0.25;40;150;2;3248;15457;633;97;8394;115;815;7439;24483;29396
30;5.5;0.25;40;150;3;3873;18426;753;116;9997;136;965;8867;29026;34966
30;5.5;0.25;40;150;4;4499;21395;873;135;11600;157;1115;10295;33570;40537
30;5.5;0.35;10;0;1;3263;15531;636;98;8433;115;818;7474;24574;29534
30;5.5;0.35;10;0;2;3902;18563;758;117;10070;137;971;8933;29213;35222
30;5.5;0.35;10;0;3;4541;21594;881;136;11706;158;1124;10391;33852;40910
30;5.5;0.35;10;0;4;5179;24626;1003;155;13343;180;1277;11850;38491;46598
30;5.5;0.35;10;50;1;3263;15533;636;98;8435;115;819;7475;24584;29537
30;5.5;0.35;10;50;2;3902;18564;759;117;10071;137;972;8933;29223;35225
30;5.5;0.35;10;50;3;4541;21595;881;136;11708;159;1124;10392;33862;40912
30;5.5;0.35;10;50;4;5180;24627;1003;155;13344;180;1277;11850;38501;46600
30;5.5;0.35;10;100;1;3264;15534;636;98;8436;115;819;7476;24594;29539
30;5.5;0.35;10;100;2;3902;18565;759;117;10072;137;972;8934;29233;35227
30;5.5;0.35;10;100;3;4541;21597;881;136;11709;159;1125;10393;33872;40915
30;5.5;0.35;10;100;4;5180;24628;1003;155;13345;180;1278;11851;38512;46603
30;5.5;0.35;10;150;1;3264;15535;637;98;8437;115;819;7476;24604;29542
30;5.5;0.35;10;150;2;3903;18566;759;117;10074;137;972;8935;29243;35230
30;5.5;0.35;10;150;3;4541;21598;881;136;11710;159;1125;10393;33882;40918
30;5.5;0.35;10;150;4;5180;24629;1004;155;13347;180;1278;11852;38522;46605
30;5.5;0.35;20;0;1;3049;14516;595;92;7885;108;767;6985;23019;27629
30;5.5;0.35;20;0;2;3683;17526;717;110;9510;129;919;8434;27627;33277
30;5.5;0.35;20;0;3;4318;20537;838;129;11135;151;1071;9882;32234;38926
30;5.5;0.35;20;0;4;4952;23548;960;148;12761;172;1223;11331;36842;44575
30;5.5;0.35;20;50;1;3049;14517;595;92;7886;108;768;6986;23029;27631
30;5.5;0.35;20;50;2;3684;17528;717;111;9512;129;919;8435;27637;33280
30;5.5;0.35;20;50;3;4318;20538;838;129;11137;151;1071;9883;32244;38929
30;5.5;0.35;20;50;4;4952;23549;960;148;12762;172;1223;11332;36852;44578
30;5.5;0.35;20;100;1;3050;14518;595;92;7888;108;768;6987;23039;27634
30;5.5;0.35;20;100;2;3684;17529;717;111;9513;130;920;8435;27647;33283
30;5.5;0.35;20;100;3;4318;20539;838;129;11138;151;1071;9884;32254;38931
30;5.5;0.35;20;100;4;4953;23550;960;148;12763;173;1223;11332;36862;44580
30;5.5;0.35;20;150;1;3050;14520;596;92;7889;108;768;6988;23050;27636
30;5.5;0.35;20;150;2;3684;17530;717;111;9514;130;920;8436;27657;33285
30;5.5;0.35;20;150;3;4319;20541;839;129;11140;151;1072;9885;32264;38934
30;5.5;0.35;20;150;4;4953;23551;960;148;12765;173;1223;11333;36872;44583
30;5.5;0.35;30;0;1;2835;13500;554;85;7337;101;716;6497;21465;25723
30;5.5;0.35;30;0;2;3465;16490;675;104;8951;122;867;7935;26041;31333
30;5.5;0.35;30;0;3;4095;19480;795;123;10565;143;1018;9374;30616;36943
30;5.5;0.35;30;0;4;4725;22470;916;142;12179;165;1168;10812;35192;42552
30;5.5;0.35;30;50;1;2835;13502;554;85;7338;101;716;6498;21475;25726
30;5.5;0.35;30;50;2;3465;16491;675;104;8952;122;867;7936;26051;31335
30;5.5;0.35;30;50;3;4095;19481;796;123;10566;143;1018;9374;30626;36945
30;5.5;0.35;30;50;4;4725;22471;916;142;12180;165;1169;10813;35202;42555
30;5.5;0.35;30;100;1;2836;13503;554;85;7340;101;717;6498;21485;25728
30;5.5;0.35;30;100;2;3466;16492;675;104;8954;122;867;7937;26061;31338
30;5.5;0.35;30;100;3;4096;19482;796;123;10567;143;1018;9375;30636;36948
30;5.5;0.35;30;100;4;4726;22472;916;142;12181;165;1169;10814;35212;42557
30;5.5;0.35;30;150;1;2836;13504;555;85;7341;101;717;6499;21495;25731
30;5.5;0.35;30;150;2;3466;16494;675;104;8955;122;868;7937;26071;31340
30;5.5;0.35;30;150;3;4096;19483;796;123;10569;144;1018;9376;30646;36950
30;5.5;0.35;30;150;4;4726;22473;917;142;12183;165;1169;10814;35222;42560
30;5.5;0.35;40;0;1;2621;12485;513;79;6789;93;665;6008;19911;23818
30;5.5;0.35;40;0;2;3247;15454;633;97;8391;115;815;7437;24455;29388
30;5.5;0.35;40;0;3;3872;18423;753;116;9994;136;964;8865;28998;34959
30;5.5;0.35;40;0;4;4498;21391;873;135;11597;157;1114;10293;33542;40529
30;5.5;0.35;40;50;1;2622;12486;513;79;6790;94;665;6009;19921;23820
30;5.5;0.35;40;50;2;3247;15455;633;97;8393;115;815;7437;24465;29391
30;5.5;0.35;40;50;3;3873;18424;753;116;9995;136;964;8866;29008;34961
30;5.5;0.35;40;50;4;4498;21393;873;135;11598;157;1114;10294;33552;40532
30;5.5;0.35;40;100;1;2622;12487;513;79;6791;94;665;6010;19931;23823
30;5.5;0.35;40;100;2;3247;15456;633;97;8394;115;815;7438;24475;29393
30;5.5;0.35;40;100;3;3873;18425;753;116;9997;136;965;8867;29018;34964
30;5.5;0.35;40;100;4;4498;21394;873;135;11599;157;1114;10295;33562;40534
30;5.5;0.35;40;150;1;2622;12488;514;79;6793;94;666;6010;19941;23825
30;5.5;0.35;40;150;2;3248;15457;633;97;8395;115;815;7439;24485;29396
30;5.5;0.35;40;150;3;3873;18426;753;116;9998;136;965;8867;29028;34966
30;5.5;0.35;40;150;4;4499;21395;873;135;11601;157;1115;10296;33572;40537
30;5.5;0.45;10;0;1;3263;15532;636;98;8434;115;818;7474;24576;29534
30;5.5;0.45;10;0;2;3902;18563;758;117;10071;137;971;8933;29215;35222
30;5.5;0.45;10;0;3;4541;21595;881;136;11707;159;1124;10391;33854;40910
30;5.5;0.45;10;0;4;5179;24626;1003;155;13344;180;1277;11850;38493;46598
30;5.5;0.45;10;50;1;3263;15533;636;98;8436;115;819;7475;24586;29537
30;5.5;0.45;10;50;2;3902;18564;759;117;10072;137;972;8933;29225;35225
30;5.5;0.45;10;50;3;4541;21596;881;136;11709;159;1124;10392;33864;40913
30;5.5;0.45;10;50;4;5180;24627;1003;155;13345;180;1277;11850;38503;46600
30;5.5;0.45;10;100;1;3264;15534;636;98;8437;115;819;7476;24596;29539
30;5.5;0.45;10;100;2;3902;18566;759;117;10074;137;972;8934;29235;35227
30;5.5;0.45;10;100;3;4541;21597;881;136;11710;159;1125;10393;33874;40915
30;5.5;0.45;10;100;4;5180;24628;1003;155;13347;180;1278;11851;38513;46603
30;5.5;0.45;10;150;1;3264;15535;637;98;8439;115;819;7476;24606;29542
30;5.5;0.45;10;150;2;3903;18567;759;117;10075;137;972;8935;29245;35230
30;5.5;0.45;10;150;3;4541;21598;881;136;11712;159;1125;10393;33884;40918
